WS_client_id,WS_Account_code,TRANDATE,SETDATE,Tran_Type,Tran_Desc,Security_Type,Security_Type_Description,DETAILTYPENAME,ISIN,Security_code,Security_Name,EXCHG,BROKERCODE,Depository_Registrar,DPID_AMC,Dp_Client_id_Folio,BANKCODE,BANKACID,QTY,RATE,BROKERAGE,SERVICETAX,NETRATE,Net_Amount,STT,TRFDATE,TRFRATE,TRFAMT,TOTAL_TRXN_FEE,TOTAL_TRXN_FEE_STAX,Txn_Ref_No,DESCMEMO,CHEQUENO,CHEQUEDTL,PORTFOLIOID,DELIVERYDATE,PAYMENTDATE,ACCRUEDINTEREST,ISSUER,ISSUERNAME,TDSAMOUNT,STAMPDUTY,TPMSGAIN,RMID,RMNAME,ADVISORID,ADVISORNAME,BRANCHID,BRANCHNAME,GROUPID,GROUPNAME,OWNERID,OWNERNAME,WEALTHADVISOR_NAME,SCHEMEID,SCHEMENAME,executionPriority
CL0015,ACC0015,9/28/2024,10-01-2024,IN1,IN1 transaction,Equity,Equity Share,Listed Equity,IN9474858099,HCLTEC12,HCLTECH,NSE,UPSTOX,NSDL,DP001,CL0014,HDFC,AC660356,299,3424.48,1023.92,184.31,3424.48,1023919.52,255.98,10-01-2024,3424.48,1023919.52,1535.88,184.31,TXN66529142,Generated transaction,388269,9/28/2024,PF6,10-01-2024,10-01-2024,0,HCLTECH,HCLTECH LTD,0,102.39,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,4
CL0007,ACC0007,10-04-2024,10-06-2024,BY-,BY- transaction,Equity,Equity Share,Listed Equity,IN0251210775,ADANIP11,ADANIPORTS,BSE,UPSTOX,NSDL,DP001,CL0001,AXIS,AC057796,244,2914.6,711.16,128.01,2914.6,711162.4,177.79,10-06-2024,2914.6,711162.4,1066.74,128.01,TXN50264375,Generated transaction,370792,10-04-2024,PF7,10-06-2024,10-06-2024,0,ADANIPORTS,ADANIPORTS LTD,0,71.12,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,3
CL0005,ACC0005,4/13/2024,4/15/2024,CUS,CUS transaction,Equity,Equity Share,Listed Equity,IN1598735116,TATAST87,TATASTEEL,NSE,ICICI_DIRECT,NSDL,DP001,CL0003,SBI,AC786079,309,2210.73,683.12,122.96,2210.73,683115.57,170.78,4/15/2024,2210.73,683115.57,1024.67,122.96,TXN44098017,Generated transaction,464566,4/13/2024,PF3,4/15/2024,4/15/2024,0,TATASTEEL,TATASTEEL LTD,0,68.31,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Dividend,2
CL0010,ACC0010,5/20/2024,5/21/2024,CUS,CUS transaction,Equity,Equity Share,Listed Equity,IN2187594516,BRITAN79,BRITANNIA,NSE,ZERODHA,NSDL,DP001,CL0014,SBI,AC759928,291,494.66,143.95,25.91,494.66,143946.06,35.99,5/21/2024,494.66,143946.06,215.92,25.91,TXN45375477,Generated transaction,952366,5/20/2024,PF7,5/21/2024,5/21/2024,0,BRITANNIA,BRITANNIA LTD,0,14.39,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Growth,5
CL0006,ACC0006,2/13/2024,2/14/2024,SQS,SQS transaction,Equity,Equity Share,Listed Equity,IN2522755691,HINDAL40,HINDALCO,NSE,ICICI_DIRECT,NSDL,DP001,CL0013,SBI,AC848482,112,389.16,43.59,7.85,389.16,43585.92,10.9,2/14/2024,389.16,43585.92,65.38,7.85,TXN76898267,Generated transaction,610128,2/13/2024,PF3,2/14/2024,2/14/2024,0,HINDALCO,HINDALCO LTD,0,4.36,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Growth,1
CL0003,ACC0003,9/23/2024,9/25/2024,D10,D10 transaction,Equity,Equity Share,Listed Equity,IN9581442729,INDUSI10,INDUSINDBK,BSE,ICICI_DIRECT,NSDL,DP001,CL0018,SBI,AC447257,178,3092.63,550.49,99.09,3092.63,550488.14,137.62,9/25/2024,3092.63,550488.14,825.73,99.09,TXN09676889,Generated transaction,599716,9/23/2024,PF10,9/25/2024,9/25/2024,0,INDUSINDBK,INDUSINDBK LTD,0,55.05,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Growth,4
CL0003,ACC0003,02-06-2024,02-07-2024,RDO,RDO transaction,Equity,Equity Share,Listed Equity,IN2216702388,TITAN45,TITAN,BSE,ZERODHA,NSDL,DP001,CL0006,ICICI,AC902680,230,1273.66,292.94,52.73,1273.66,292941.8,73.24,02-07-2024,1273.66,292941.8,439.41,52.73,TXN87954368,Generated transaction,364797,02-06-2024,PF4,02-07-2024,02-07-2024,0,TITAN,TITAN LTD,0,29.29,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Balanced,4
CL0006,ACC0006,12/26/2024,12/28/2024,SQB,SQB transaction,Equity,Equity Share,Listed Equity,IN0251210775,ADANIP11,ADANIPORTS,BSE,ZERODHA,NSDL,DP001,CL0010,AXIS,AC244599,230,2971.24,683.39,123.01,2971.24,683385.2,170.85,12/28/2024,2971.24,683385.2,1025.08,123.01,TXN52214474,Generated transaction,783421,12/26/2024,PF7,12/28/2024,12/28/2024,0,ADANIPORTS,ADANIPORTS LTD,0,68.34,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Dividend,2
CL0006,ACC0006,9/20/2024,9/23/2024,E01,E01 transaction,Equity,Equity Share,Listed Equity,IN3513867363,MARUTI52,MARUTI,BSE,HDFC_SEC,NSDL,DP001,CL0005,ICICI,AC782435,14,3090.45,43.27,7.79,3090.45,43266.3,10.82,9/23/2024,3090.45,43266.3,64.9,7.79,TXN46700227,Generated transaction,396466,9/20/2024,PF8,9/23/2024,9/23/2024,0,MARUTI,MARUTI LTD,0,4.33,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Balanced,1
CL0017,ACC0017,11/27/2024,11/29/2024,MGF,MGF transaction,Equity,Equity Share,Listed Equity,IN2187594516,BRITAN79,BRITANNIA,NSE,ZERODHA,NSDL,DP001,CL0013,AXIS,AC761768,364,2416.45,879.59,158.33,2416.45,879587.8,219.9,11/29/2024,2416.45,879587.8,1319.38,158.33,TXN30610122,Generated transaction,814567,11/27/2024,PF8,11/29/2024,11/29/2024,0,BRITANNIA,BRITANNIA LTD,0,87.96,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Dividend,3
CL0018,ACC0018,3/21/2024,3/24/2024,BY-,BY- transaction,Equity,Equity Share,Listed Equity,IN5586676065,DIVISL84,DIVISLAB,NSE,ICICI_DIRECT,NSDL,DP001,CL0011,HDFC,AC289552,214,2058.36,440.49,79.29,2058.36,440489.04,110.12,3/24/2024,2058.36,440489.04,660.73,79.29,TXN66045181,Generated transaction,277600,3/21/2024,PF7,3/24/2024,3/24/2024,0,DIVISLAB,DIVISLAB LTD,0,44.05,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,3
CL0009,ACC0009,1/20/2024,1/22/2024,MGE,MGE transaction,Equity,Equity Share,Listed Equity,IN3816830313,ASIANP72,ASIANPAINT,BSE,UPSTOX,NSDL,DP001,CL0007,AXIS,AC731565,242,2630.03,636.47,114.56,2630.03,636467.26,159.12,1/22/2024,2630.03,636467.26,954.7,114.56,TXN64119173,Generated transaction,804442,1/20/2024,PF3,1/22/2024,1/22/2024,0,ASIANPAINT,ASIANPAINT LTD,0,63.65,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Growth,2
CL0003,ACC0003,10-09-2024,10-10-2024,D10,D10 transaction,Equity,Equity Share,Listed Equity,IN0882480524,GODREJ87,GODREJCP,BSE,HDFC_SEC,NSDL,DP001,CL0017,ICICI,AC934387,251,2829.45,710.19,127.83,2829.45,710191.95,177.55,10-10-2024,2829.45,710191.95,1065.29,127.83,TXN16691269,Generated transaction,394162,10-09-2024,PF9,10-10-2024,10-10-2024,0,GODREJCP,GODREJCP LTD,0,71.02,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Balanced,5
CL0016,ACC0016,2/24/2024,2/25/2024,CUS,CUS transaction,Equity,Equity Share,Listed Equity,IN6320529325,BAJFIN90,BAJFINANCE,NSE,ICICI_DIRECT,NSDL,DP001,CL0018,SBI,AC866576,439,2662.1,1168.66,210.36,2662.1,1168661.9,292.17,2/25/2024,2662.1,1168661.9,1752.99,210.36,TXN02099483,Generated transaction,799023,2/24/2024,PF6,2/25/2024,2/25/2024,0,BAJFINANCE,BAJFINANCE LTD,0,116.87,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Dividend,4
CL0005,ACC0005,4/13/2024,4/15/2024,DIS,DIS transaction,Equity,Equity Share,Listed Equity,IN2233309783,JSWSTE51,JSWSTEEL,NSE,ZERODHA,NSDL,DP001,CL0005,HDFC,AC070585,306,330.11,101.01,18.18,330.11,101013.66,25.25,4/15/2024,330.11,101013.66,151.52,18.18,TXN10902931,Generated transaction,369299,4/13/2024,PF9,4/15/2024,4/15/2024,0,JSWSTEEL,JSWSTEEL LTD,0,10.1,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Balanced,3
CL0018,ACC0018,12/16/2024,12/18/2024,PRF,PRF transaction,Equity,Equity Share,Listed Equity,IN7571799753,KOTAKB98,KOTAKBANK,BSE,ZERODHA,NSDL,DP001,CL0011,SBI,AC364027,100,1564.41,156.44,28.16,1564.41,156441,39.11,12/18/2024,1564.41,156441,234.66,28.16,TXN15904986,Generated transaction,688546,12/16/2024,PF6,12/18/2024,12/18/2024,0,KOTAKBANK,KOTAKBANK LTD,0,15.64,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,2
CL0002,ACC0002,12-10-2024,12/13/2024,IN1,IN1 transaction,Equity,Equity Share,Listed Equity,IN4943174270,DRREDD32,DRREDDY,BSE,ZERODHA,NSDL,DP001,CL0010,AXIS,AC747573,362,829.27,300.2,54.04,829.27,300195.74,75.05,12/13/2024,829.27,300195.74,450.29,54.04,TXN31379416,Generated transaction,159412,12-10-2024,PF9,12/13/2024,12/13/2024,0,DRREDDY,DRREDDY LTD,0,30.02,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Growth,3
CL0006,ACC0006,02-12-2024,2/13/2024,SQB,SQB transaction,Equity,Equity Share,Listed Equity,IN3816830313,ASIANP72,ASIANPAINT,NSE,UPSTOX,NSDL,DP001,CL0017,HDFC,AC168274,152,2656.99,403.86,72.7,2656.99,403862.48,100.97,2/13/2024,2656.99,403862.48,605.79,72.7,TXN93408918,Generated transaction,426943,02-12-2024,PF10,2/13/2024,2/13/2024,0,ASIANPAINT,ASIANPAINT LTD,0,40.39,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Balanced,4
CL0007,ACC0007,1/26/2024,1/29/2024,E22,E22 transaction,Equity,Equity Share,Listed Equity,IN2522755691,HINDAL40,HINDALCO,NSE,ICICI_DIRECT,NSDL,DP001,CL0005,ICICI,AC063326,340,3169.01,1077.46,193.94,3169.01,1077463.4,269.37,1/29/2024,3169.01,1077463.4,1616.2,193.94,TXN79443813,Generated transaction,510768,1/26/2024,PF8,1/29/2024,1/29/2024,0,HINDALCO,HINDALCO LTD,0,107.75,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Balanced,5
CL0012,ACC0012,6/22/2024,6/25/2024,BY-,BY- transaction,Equity,Equity Share,Listed Equity,IN6320529325,BAJFIN90,BAJFINANCE,BSE,ZERODHA,NSDL,DP001,CL0010,ICICI,AC414478,122,2693.35,328.59,59.15,2693.35,328588.7,82.15,6/25/2024,2693.35,328588.7,492.88,59.15,TXN14372062,Generated transaction,477353,6/22/2024,PF4,6/25/2024,6/25/2024,0,BAJFINANCE,BAJFINANCE LTD,0,32.86,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Growth,2
CL0003,ACC0003,8/25/2024,8/27/2024,E22,E22 transaction,Equity,Equity Share,Listed Equity,IN7466950308,ICICIB51,ICICIBANK,NSE,UPSTOX,NSDL,DP001,CL0009,ICICI,AC433520,112,1026.37,114.95,20.69,1026.37,114953.44,28.74,8/27/2024,1026.37,114953.44,172.43,20.69,TXN57237607,Generated transaction,486813,8/25/2024,PF7,8/27/2024,8/27/2024,0,ICICIBANK,ICICIBANK LTD,0,11.5,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Dividend,5
CL0006,ACC0006,6/16/2024,6/19/2024,DIS,DIS transaction,Equity,Equity Share,Listed Equity,IN7744658170,TCS44,TCS,NSE,UPSTOX,NSDL,DP001,CL0018,AXIS,AC335186,162,322.62,52.26,9.41,322.62,52264.44,13.07,6/19/2024,322.62,52264.44,78.4,9.41,TXN20603920,Generated transaction,963428,6/16/2024,PF4,6/19/2024,6/19/2024,0,TCS,TCS LTD,0,5.23,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Growth,5
CL0018,ACC0018,8/26/2024,8/27/2024,BY-,BY- transaction,Equity,Equity Share,Listed Equity,IN9519864523,COALIN15,COALINDIA,BSE,HDFC_SEC,NSDL,DP001,CL0009,AXIS,AC511068,74,253.37,18.75,3.37,253.37,18749.38,4.69,8/27/2024,253.37,18749.38,28.12,3.37,TXN23674271,Generated transaction,168690,8/26/2024,PF9,8/27/2024,8/27/2024,0,COALINDIA,COALINDIA LTD,0,1.87,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Balanced,3
CL0006,ACC0006,10/17/2024,10/19/2024,SQB,SQB transaction,Equity,Equity Share,Listed Equity,IN2216702388,TITAN45,TITAN,BSE,HDFC_SEC,NSDL,DP001,CL0003,SBI,AC033738,355,2562.65,909.74,163.75,2562.65,909740.75,227.44,10/19/2024,2562.65,909740.75,1364.61,163.75,TXN91223743,Generated transaction,327149,10/17/2024,PF8,10/19/2024,10/19/2024,0,TITAN,TITAN LTD,0,90.97,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Growth,5
CL0016,ACC0016,10/28/2024,10/31/2024,Cs+,Cs+ transaction,Equity,Equity Share,Listed Equity,IN3513867363,MARUTI52,MARUTI,NSE,HDFC_SEC,NSDL,DP001,CL0018,SBI,AC844985,80,710.61,56.85,10.23,710.61,56848.8,14.21,10/31/2024,710.61,56848.8,85.27,10.23,TXN34603840,Generated transaction,361269,10/28/2024,PF6,10/31/2024,10/31/2024,0,MARUTI,MARUTI LTD,0,5.68,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Balanced,5
CL0014,ACC0014,1/24/2024,1/26/2024,IN1,IN1 transaction,Equity,Equity Share,Listed Equity,IN3735455275,AXISBA25,AXISBANK,NSE,ICICI_DIRECT,NSDL,DP001,CL0014,SBI,AC701886,474,1901.93,901.51,162.27,1901.93,901514.82,225.38,1/26/2024,1901.93,901514.82,1352.27,162.27,TXN41513122,Generated transaction,816481,1/24/2024,PF5,1/26/2024,1/26/2024,0,AXISBANK,AXISBANK LTD,0,90.15,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,2
CL0018,ACC0018,4/29/2024,4/30/2024,Cs+,Cs+ transaction,Equity,Equity Share,Listed Equity,IN7466950308,ICICIB51,ICICIBANK,BSE,ICICI_DIRECT,NSDL,DP001,CL0013,HDFC,AC710850,54,2044.24,110.39,19.87,2044.24,110388.96,27.6,4/30/2024,2044.24,110388.96,165.58,19.87,TXN00835388,Generated transaction,333356,4/29/2024,PF3,4/30/2024,4/30/2024,0,ICICIBANK,ICICIBANK LTD,0,11.04,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Dividend,3
CL0013,ACC0013,07-07-2024,07-08-2024,TDI,TDI transaction,Equity,Equity Share,Listed Equity,IN5586676065,DIVISL84,DIVISLAB,BSE,HDFC_SEC,NSDL,DP001,CL0002,HDFC,AC726885,157,1204.93,189.17,34.05,1204.93,189174.01,47.29,07-08-2024,1204.93,189174.01,283.76,34.05,TXN74395935,Generated transaction,300450,07-07-2024,PF8,07-08-2024,07-08-2024,0,DIVISLAB,DIVISLAB LTD,0,18.92,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Dividend,4
CL0013,ACC0013,2/23/2024,2/26/2024,DIS,DIS transaction,Equity,Equity Share,Listed Equity,IN1629208356,PIDILI32,PIDILITIND,BSE,HDFC_SEC,NSDL,DP001,CL0002,ICICI,AC121802,353,164.95,58.23,10.48,164.95,58227.35,14.56,2/26/2024,164.95,58227.35,87.34,10.48,TXN70489352,Generated transaction,770013,2/23/2024,PF10,2/26/2024,2/26/2024,0,PIDILITIND,PIDILITIND LTD,0,5.82,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Balanced,4
CL0015,ACC0015,12-05-2024,12-06-2024,NF-,NF- transaction,Equity,Equity Share,Listed Equity,IN3860394827,DABUR52,DABUR,BSE,ICICI_DIRECT,NSDL,DP001,CL0002,SBI,AC210305,422,1017.49,429.38,77.29,1017.49,429380.78,107.35,12-06-2024,1017.49,429380.78,644.07,77.29,TXN51810186,Generated transaction,483019,12-05-2024,PF2,12-06-2024,12-06-2024,0,DABUR,DABUR LTD,0,42.94,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Growth,4
CL0011,ACC0011,03-05-2024,03-07-2024,DIO,DIO transaction,Equity,Equity Share,Listed Equity,IN6541157833,BHARTI35,BHARTIARTL,NSE,ZERODHA,NSDL,DP001,CL0004,ICICI,AC989259,371,487.21,180.75,32.54,487.21,180754.91,45.19,03-07-2024,487.21,180754.91,271.13,32.54,TXN98509468,Generated transaction,899999,03-05-2024,PF2,03-07-2024,03-07-2024,0,BHARTIARTL,BHARTIARTL LTD,0,18.08,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Growth,3
CL0001,ACC0001,06-11-2024,6/14/2024,OI1,OI1 transaction,Equity,Equity Share,Listed Equity,IN3735455275,AXISBA25,AXISBANK,BSE,ICICI_DIRECT,NSDL,DP001,CL0009,SBI,AC502741,118,1130.55,133.4,24.01,1130.55,133404.9,33.35,6/14/2024,1130.55,133404.9,200.11,24.01,TXN37660585,Generated transaction,903475,06-11-2024,PF10,6/14/2024,6/14/2024,0,AXISBANK,AXISBANK LTD,0,13.34,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Balanced,4
CL0013,ACC0013,02-03-2024,02-04-2024,OI1,OI1 transaction,Equity,Equity Share,Listed Equity,IN6320529325,BAJFIN90,BAJFINANCE,BSE,HDFC_SEC,NSDL,DP001,CL0008,AXIS,AC312748,344,2138.02,735.48,132.39,2138.02,735478.88,183.87,02-04-2024,2138.02,735478.88,1103.22,132.39,TXN99293276,Generated transaction,288436,02-03-2024,PF8,02-04-2024,02-04-2024,0,BAJFINANCE,BAJFINANCE LTD,0,73.55,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Balanced,5
CL0017,ACC0017,3/15/2024,3/17/2024,NF-,NF- transaction,Equity,Equity Share,Listed Equity,IN5974187380,HEROMO41,HEROMOTOCO,NSE,ICICI_DIRECT,NSDL,DP001,CL0012,HDFC,AC063096,209,2034.86,425.29,76.55,2034.86,425285.74,106.32,3/17/2024,2034.86,425285.74,637.93,76.55,TXN77581239,Generated transaction,735891,3/15/2024,PF9,3/17/2024,3/17/2024,0,HEROMOTOCO,HEROMOTOCO LTD,0,42.53,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Growth,4
CL0007,ACC0007,05-12-2024,5/14/2024,DIS,DIS transaction,Equity,Equity Share,Listed Equity,IN5586676065,DIVISL84,DIVISLAB,NSE,ICICI_DIRECT,NSDL,DP001,CL0012,ICICI,AC916832,249,1631.84,406.33,73.14,1631.84,406328.16,101.58,5/14/2024,1631.84,406328.16,609.49,73.14,TXN14193118,Generated transaction,575473,05-12-2024,PF6,5/14/2024,5/14/2024,0,DIVISLAB,DIVISLAB LTD,0,40.63,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Balanced,2
CL0005,ACC0005,12-01-2024,12-03-2024,TDO,TDO transaction,Equity,Equity Share,Listed Equity,IN2233309783,JSWSTE51,JSWSTEEL,NSE,UPSTOX,NSDL,DP001,CL0018,AXIS,AC363442,346,1243.97,430.41,77.47,1243.97,430413.62,107.6,12-03-2024,1243.97,430413.62,645.62,77.47,TXN79652426,Generated transaction,303125,12-01-2024,PF3,12-03-2024,12-03-2024,0,JSWSTEEL,JSWSTEEL LTD,0,43.04,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Balanced,3
CL0004,ACC0004,1/27/2024,1/29/2024,IN1,IN1 transaction,Equity,Equity Share,Listed Equity,IN4816963613,SBIN30,SBIN,NSE,ZERODHA,NSDL,DP001,CL0014,AXIS,AC746344,288,906.82,261.16,47.01,906.82,261164.16,65.29,1/29/2024,906.82,261164.16,391.75,47.01,TXN36953798,Generated transaction,866086,1/27/2024,PF9,1/29/2024,1/29/2024,0,SBIN,SBIN LTD,0,26.12,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Dividend,3
CL0009,ACC0009,3/22/2024,3/25/2024,NF-,NF- transaction,Equity,Equity Share,Listed Equity,IN6555954761,INFY25,INFY,BSE,UPSTOX,NSDL,DP001,CL0004,AXIS,AC385164,381,658.39,250.85,45.15,658.39,250846.59,62.71,3/25/2024,658.39,250846.59,376.27,45.15,TXN90381889,Generated transaction,913665,3/22/2024,PF3,3/25/2024,3/25/2024,0,INFY,INFY LTD,0,25.08,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Growth,5
CL0016,ACC0016,01-02-2024,01-03-2024,IN+,IN+ transaction,Equity,Equity Share,Listed Equity,IN4023679652,ULTRAC90,ULTRACEMCO,NSE,ZERODHA,NSDL,DP001,CL0014,ICICI,AC716294,291,1753.99,510.41,91.87,1753.99,510411.09,127.6,01-03-2024,1753.99,510411.09,765.62,91.87,TXN35119270,Generated transaction,551430,01-02-2024,PF7,01-03-2024,01-03-2024,0,ULTRACEMCO,ULTRACEMCO LTD,0,51.04,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Balanced,1
CL0013,ACC0013,01-06-2024,01-08-2024,E10,E10 transaction,Equity,Equity Share,Listed Equity,IN2216702388,TITAN45,TITAN,BSE,UPSTOX,NSDL,DP001,CL0017,HDFC,AC227763,377,1458.29,549.78,98.96,1458.29,549775.33,137.44,01-08-2024,1458.29,549775.33,824.66,98.96,TXN69861844,Generated transaction,248567,01-06-2024,PF2,01-08-2024,01-08-2024,0,TITAN,TITAN LTD,0,54.98,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Balanced,4
CL0003,ACC0003,03-04-2024,03-07-2024,OI1,OI1 transaction,Equity,Equity Share,Listed Equity,IN7956941705,WIPRO80,WIPRO,BSE,HDFC_SEC,NSDL,DP001,CL0012,HDFC,AC505272,499,341.07,170.19,30.63,341.07,170193.93,42.55,03-07-2024,341.07,170193.93,255.29,30.63,TXN82392270,Generated transaction,798342,03-04-2024,PF2,03-07-2024,03-07-2024,0,WIPRO,WIPRO LTD,0,17.02,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Dividend,4
CL0005,ACC0005,1/21/2024,1/22/2024,PRF,PRF transaction,Equity,Equity Share,Listed Equity,IN0886436918,MCDOWE63,MCDOWELL-N,BSE,UPSTOX,NSDL,DP001,CL0015,SBI,AC715634,476,861,409.84,73.77,861,409836,102.46,1/22/2024,861,409836,614.75,73.77,TXN59239028,Generated transaction,491451,1/21/2024,PF2,1/22/2024,1/22/2024,0,MCDOWELL-N,MCDOWELL-N LTD,0,40.98,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Dividend,1
CL0018,ACC0018,10/13/2024,10/16/2024,E10,E10 transaction,Equity,Equity Share,Listed Equity,IN3735455275,AXISBA25,AXISBANK,NSE,ICICI_DIRECT,NSDL,DP001,CL0009,AXIS,AC986782,190,2555.93,485.63,87.41,2555.93,485626.7,121.41,10/16/2024,2555.93,485626.7,728.44,87.41,TXN73924261,Generated transaction,452609,10/13/2024,PF6,10/16/2024,10/16/2024,0,AXISBANK,AXISBANK LTD,0,48.56,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,3
CL0006,ACC0006,12/18/2024,12/21/2024,Sl+,Sl+ transaction,Equity,Equity Share,Listed Equity,IN6630942298,POWERG67,POWERGRID,BSE,HDFC_SEC,NSDL,DP001,CL0009,AXIS,AC839792,179,1969.66,352.57,63.46,1969.66,352569.14,88.14,12/21/2024,1969.66,352569.14,528.85,63.46,TXN40922255,Generated transaction,130613,12/18/2024,PF7,12/21/2024,12/21/2024,0,POWERGRID,POWERGRID LTD,0,35.26,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Balanced,1
